,PLAYER_AGE,FG3M,FG3A,FG3_PCT
0,20.0,73,183,0.399
1,21.0,109,279,0.391
2,22.0,123,344,0.358
3,23.0,157,378,0.415
4,24.0,84,262,0.321
5,25.0,177,441,0.401
6,26.0,166,407,0.408
7,27.0,174,434,0.401
