,PLAYER_AGE,FG3M,FG3A,FG3_PCT
0,21.0,32,94,0.34
1,22.0,27,92,0.293
2,23.0,44,133,0.331
3,24.0,13,51,0.255
4,25.0,62,190,0.326
5,26.0,60,196,0.306
6,27.0,96,273,0.352
7,28.0,79,254,0.311
