,PLAYER_AGE,FG3M,FG3A,FG3_PCT
0,22.0,166,380,0.437
1,23.0,151,342,0.442
2,24.0,55,121,0.455
3,25.0,272,600,0.453
4,26.0,261,615,0.424
5,27.0,286,646,0.443
6,28.0,402,886,0.454
7,29.0,324,789,0.411
8,30.0,212,501,0.423
9,31.0,354,810,0.437
