,PLAYER_AGE,FG3M,FG3A,FG3_PCT
0,22.0,7,32,0.219
1,23.0,18,48,0.375
2,24.0,51,149,0.342
3,25.0,89,248,0.359
4,26.0,74,225,0.329
5,27.0,71,207,0.343
6,28.0,110,274,0.401
7,29.0,90,252,0.357
8,30.0,84,228,0.368
9,30.0,35,105,0.333
