,PLAYER_AGE,FG3M,FG3A,FG3_PCT
0,22.0,185,503,0.368
1,23.0,218,554,0.394
2,24.0,196,572,0.343
3,25.0,229,610,0.375
4,26.0,214,579,0.37
5,27.0,227,629,0.361
6,28.0,237,643,0.369
